Validation_Set,Topics,Alpha,Beta,Perplexity,U_mass,C_v,C_uci,C_npmi
100% Corpus,40,0.1,0.5,-5.9977689150783915,-6.64136058663018,0.3185539638440097,-5.812405366168837,-0.18164917101355993
100% Corpus,40,0.1,1,-6.079854938346623,-6.407852368143194,0.3110349238427116,-5.65146737603591,-0.17776490846667461
100% Corpus,40,0.1,symmetric,-6.1578358994165905,-6.617445855710014,0.32121031337415645,-5.84915931108332,-0.18183398085265928
100% Corpus,40,0.5,0.01,-6.809474868570892,-6.68683196894135,0.33061981621381487,-5.877903914998742,-0.17815892918751114
100% Corpus,40,0.5,0.1,-6.240312085551341,-6.482127994112415,0.3238557075645643,-5.648545548533474,-0.16913158694615718
100% Corpus,40,0.5,0.5,-6.240174105588995,-6.258579962731564,0.3189325157339725,-5.386854030099162,-0.16016901370311792
100% Corpus,40,0.5,1,-6.334007276453035,-6.152919967350987,0.3214488056318404,-5.3107365948892395,-0.15476932704006452
100% Corpus,40,0.5,symmetric,-6.5065920734777904,-6.669112011927726,0.329638597156233,-5.860790137444657,-0.17785129068493497
100% Corpus,40,1,0.01,-7.236234052846006,-6.754941656473174,0.3298111431651722,-5.609192720440509,-0.15684709626352442
100% Corpus,40,1,0.1,-6.531150666738546,-6.475632635914782,0.32340796884823014,-5.316192431145575,-0.14690259667767494
100% Corpus,40,1,0.5,-6.491363665082472,-5.240890554965335,0.29291716055690165,-4.062124981457458,-0.11122617412112334
100% Corpus,40,1,1,-6.6325882554897655,-4.200900071830416,0.2696471371546202,-2.954660469940167,-0.08589732187462355
100% Corpus,40,1,symmetric,-6.881950230470512,-6.672416330707757,0.3262700397730415,-5.536246725950841,-0.15414811739970719
100% Corpus,40,symmetric,0.01,-6.28323524974665,-6.480184007562381,0.32086747719007486,-5.6383524477285585,-0.1742968922354437
100% Corpus,40,symmetric,0.1,-5.886258548353901,-6.568423808905598,0.31509431108571817,-5.731728003946413,-0.17796602265705566
100% Corpus,40,symmetric,0.5,-5.9005307459844145,-6.467752167762791,0.3123269161253421,-5.619936686553747,-0.17696451937305666
100% Corpus,40,symmetric,1,-5.9655038120132176,-6.4203254606591695,0.3190440199161007,-5.639907221213695,-0.17695493979143526
100% Corpus,40,symmetric,symmetric,-6.074831595753956,-6.534341785335736,0.32135490036795006,-5.676307253381529,-0.17584540601437668
100% Corpus,40,asymmetric,0.01,-6.281091931770842,-6.51776350780203,0.31658039068556876,-5.655390507089796,-0.17501612947978756
100% Corpus,40,asymmetric,0.1,-5.886143761764941,-6.468441975114615,0.316026726263111,-5.631108356583162,-0.173165088678536
100% Corpus,40,asymmetric,0.5,-5.909925597636502,-6.439013150632252,0.3253022768794483,-5.558621951238939,-0.1742080789863775
100% Corpus,40,asymmetric,1,-5.968106162395977,-6.401122845896443,0.32270392763509304,-5.59498415533,-0.17357187001287494
100% Corpus,40,asymmetric,symmetric,-6.072911047854372,-6.444945199914909,0.31590745923707975,-5.569400946726763,-0.172359912035162
100% Corpus,45,0.01,0.01,-6.259343950493857,-6.392870209367474,0.30690852334700786,-5.699136831757641,-0.17599180351268034
100% Corpus,45,0.01,0.1,-5.847170078580676,-6.333923466467086,0.31051029426118887,-5.495137558294681,-0.1690753546872687
100% Corpus,45,0.01,0.5,-5.850197046684074,-6.246995347163036,0.3050931711047341,-5.355821413603706,-0.16280235222578388
100% Corpus,45,0.01,1,-5.942651603430761,-6.408782027793611,0.3116366647442503,-5.643109819195948,-0.1745605506386232
100% Corpus,45,0.01,symmetric,-6.065482484781391,-6.359479771192964,0.305451804375779,-5.597961534907592,-0.1724996280899915
100% Corpus,45,0.1,0.01,-6.375036326175885,-6.421153487528064,0.30470449006353684,-5.688897230064454,-0.175399622428954
100% Corpus,45,0.1,0.1,-5.958484738322705,-6.292858463412639,0.30117579862519794,-5.589488764393983,-0.171950805893428
100% Corpus,45,0.1,0.5,-5.980910542158187,-6.371863836469537,0.3117425032894054,-5.503377098746134,-0.16769025617379768
100% Corpus,45,0.1,1,-6.077806336052188,-6.325688420014496,0.30567178002385625,-5.505663784322887,-0.16788039274637948
100% Corpus,45,0.1,symmetric,-6.1764775306251405,-6.421295532409661,0.305348217644656,-5.697432219940193,-0.17547128225104644
100% Corpus,45,0.5,0.01,-6.848673647685919,-6.817103714751364,0.33485564346213537,-5.991862070583023,-0.1802117962498953
100% Corpus,45,0.5,0.1,-6.239104276682139,-6.606348067427569,0.32696093598243714,-5.8011430409805405,-0.17269714163141253
100% Corpus,45,0.5,0.5,-6.257142462635376,-6.417238751746614,0.31527355643038835,-5.5277846653592215,-0.16237858007988776
100% Corpus,45,0.5,1,-6.360232727712244,-6.115911959848249,0.3165070015177166,-5.214955133144169,-0.15184730653625816
100% Corpus,45,0.5,symmetric,-6.555541435912509,-6.750659980960554,0.33423784809376345,-5.9407944364988285,-0.17895094197913156
100% Corpus,45,1,0.01,-7.352679972135946,-6.772711456686124,0.3344500845047534,-5.645720482032272,-0.15934703438495573
100% Corpus,45,1,0.1,-6.5870391981543,-6.432101967857442,0.329378144652482,-5.237988217884976,-0.14471577044527142
100% Corpus,45,1,0.5,-6.5649128803761965,-4.780551684675699,0.26911683248432083,-3.623807199373061,-0.09870700912008218
100% Corpus,45,1,1,-6.727267915045248,-3.922058105881786,0.24818590610074756,-2.634607673638388,-0.08375522120633724
100% Corpus,45,1,symmetric,-7.008286896339935,-6.731758939643668,0.3329439190748895,-5.597604879113536,-0.15705893967442064
100% Corpus,45,symmetric,0.01,-6.268528569368681,-6.41161059086025,0.30612527216350294,-5.711101360479183,-0.17616399620026182
100% Corpus,45,symmetric,0.1,-5.856940899221192,-6.312749288543976,0.30678746227856946,-5.4590758354784965,-0.16750045399085114
100% Corpus,45,symmetric,0.5,-5.8652506551434325,-6.321341733714021,0.3093512944487751,-5.406152978843649,-0.16494984588731232
100% Corpus,45,symmetric,1,-5.9603066968150955,-6.369022787209489,0.309481096471241,-5.595110098780976,-0.17276544190712656
100% Corpus,45,symmetric,symmetric,-6.073597400001147,-6.421826400925958,0.30837200612793314,-5.707571530334208,-0.17594762955454746
100% Corpus,45,asymmetric,0.01,-6.2714163361113355,-6.425106068962874,0.3031812675232728,-5.646591808025246,-0.17391795914895336
100% Corpus,45,asymmetric,0.1,-5.862968546120315,-6.393902271573163,0.30333431371615605,-5.538946519610322,-0.17073023167423446
100% Corpus,45,asymmetric,0.5,-5.872283339220217,-6.32368703689009,0.3062508207707472,-5.414265671613572,-0.16526680047145162
100% Corpus,45,asymmetric,1,-5.965035031684855,-6.29596743297415,0.30966411689738077,-5.476132922875383,-0.16858734149843654
100% Corpus,45,asymmetric,symmetric,-6.078159978629762,-6.420026753993732,0.31095488077666067,-5.642729260324054,-0.17423985513392146
100% Corpus,50,0.01,0.01,-6.240330367169247,-6.628244923118098,0.3209186004958997,-5.752179859094854,-0.17666866239029017
100% Corpus,50,0.01,0.1,-5.82628862437595,-6.538748850753588,0.31345423538838796,-5.727082887364109,-0.1755916195540113
100% Corpus,50,0.01,0.5,-5.854623118820207,-6.473500940932897,0.30940593132778815,-5.715764400876731,-0.17844144040472984
100% Corpus,50,0.01,1,-5.947919403085352,-6.37830126376919,0.31327737137929246,-5.569059927465575,-0.17314059838548684
100% Corpus,50,0.01,symmetric,-6.065084199024023,-6.5993633142860775,0.31864824933975733,-5.747565754249456,-0.17678939011411324
100% Corpus,50,0.1,0.01,-6.368118608868944,-6.513930176958008,0.31784930350415286,-5.677603227033971,-0.1729773453635067
100% Corpus,50,0.1,0.1,-5.95190301212276,-6.523907979141729,0.31726090765934745,-5.6871878278718695,-0.17416887835623357
100% Corpus,50,0.1,0.5,-6.00854880168065,-6.462268667278308,0.31327829665125356,-5.649149608136886,-0.17406583746112564
100% Corpus,50,0.1,1,-6.112706917981984,-6.4493645845035745,0.3082771577905428,-5.581959199431847,-0.171503133698223
100% Corpus,50,0.1,symmetric,-6.189797064583861,-6.416438617671614,0.3124141298180344,-5.65721545919711,-0.17267986011334208
100% Corpus,50,0.5,0.01,-6.901851760024843,-6.813610490099457,0.3324465061813633,-5.917598478955238,-0.17479712131272657
100% Corpus,50,0.5,0.1,-6.251951476361242,-6.623928813858478,0.33011518907445914,-5.74905542404932,-0.16786892002326984
100% Corpus,50,0.5,0.5,-6.283811645066113,-6.305884178375886,0.3145079310575416,-5.372615094193335,-0.1538553286885986
100% Corpus,50,0.5,1,-6.395572174625939,-6.031132935157718,0.306376062242814,-5.0754214107620195,-0.14560835451686727
100% Corpus,50,0.5,symmetric,-6.622018200341118,-6.809812285169744,0.33332352432135215,-5.907533878665768,-0.17422382265928305
100% Corpus,50,1,0.01,-7.46523776180189,-6.658551707201094,0.3339166730187182,-5.518635202058058,-0.15402253074881292
100% Corpus,50,1,0.1,-6.639013416734352,-6.022067697598024,0.3138277719541451,-4.9212317859523935,-0.13430738071317688
100% Corpus,50,1,0.5,-6.644731199072522,-4.438595419090958,0.2568485895840795,-3.2855747350077684,-0.09196495208831204
100% Corpus,50,1,1,-6.8227772917646305,-3.6656604964830763,0.23790718766151414,-2.4010784181036584,-0.08437638793993067
100% Corpus,50,1,symmetric,-7.13508687486696,-6.551885410964274,0.3309785491652114,-5.397850444726632,-0.14965306076568058
100% Corpus,50,symmetric,0.01,-6.249107215389394,-6.565395680798946,0.31733111660267777,-5.701868592293862,-0.17541992556145808
100% Corpus,50,symmetric,0.1,-5.834203632300243,-6.534895203375746,0.3146388247272718,-5.683743769744051,-0.1742147130687831
100% Corpus,50,symmetric,0.5,-5.873923871655996,-6.470148273802398,0.3099160101291326,-5.708176559046142,-0.17783046322245202
100% Corpus,50,symmetric,1,-5.966877061905187,-6.4358165666687235,0.31704207143004753,-5.613057322790577,-0.17379642028256936
100% Corpus,50,symmetric,symmetric,-6.073907592260099,-6.607909717645458,0.3218173468288244,-5.750557701218451,-0.17712155136570804
100% Corpus,50,asymmetric,0.01,-6.248639698832511,-6.5109513161901535,0.3207758518815346,-5.69033021204626,-0.17343591631505006
100% Corpus,50,asymmetric,0.1,-5.845309641191083,-6.607962374651965,0.3247802016370413,-5.793330563954853,-0.1786474441079463
100% Corpus,50,asymmetric,0.5,-5.873579104430786,-6.448750283244813,0.3106733929526925,-5.688354743085662,-0.17671082637222266
100% Corpus,50,asymmetric,1,-5.969175837845184,-6.313871664362664,0.3068459502716197,-5.519630705327168,-0.16980243417356586
100% Corpus,50,asymmetric,symmetric,-6.076758697113489,-6.531043005448336,0.32044734436053424,-5.719022718052958,-0.17464977864400763
100% Corpus,55,0.01,0.01,-6.236412556883189,-6.326901519486007,0.3212783782179275,-5.483879513420483,-0.16735798461314721
100% Corpus,55,0.01,0.1,-5.812297460796532,-6.550624025045731,0.3253054123867041,-5.7348208236638,-0.1771616996336008
100% Corpus,55,0.01,0.5,-5.852273349314732,-6.503545612967809,0.326013393168366,-5.610757658242898,-0.17473701256926313
100% Corpus,55,0.01,1,-5.956678685269628,-6.652674276027987,0.3191700857688477,-5.9279528145933895,-0.18564773357307904
100% Corpus,55,0.01,symmetric,-6.077783304918838,-6.397208900148478,0.32295341205347267,-5.550834328149578,-0.17056119331468608
100% Corpus,55,0.1,0.01,-6.370402803635234,-6.370737075530181,0.32271785890367655,-5.488421793941117,-0.16657511887017032
100% Corpus,55,0.1,0.1,-5.945170987132603,-6.307402322078008,0.31732508986216496,-5.461506742521458,-0.1665611110866477
100% Corpus,55,0.1,0.5,-6.017894196744439,-6.427179104128428,0.3256681820368275,-5.624050749912301,-0.17433359115836827
100% Corpus,55,0.1,1,-6.128971745919381,-6.44005194768022,0.3222417209937259,-5.605604295690854,-0.17298393725365127
100% Corpus,55,0.1,symmetric,-6.207090697286301,-6.318041413190854,0.3204961541418876,-5.438487786816223,-0.16457440346074945
100% Corpus,55,0.5,0.01,-6.927620944693462,-6.650119352503542,0.32096718526135837,-5.7937603450622355,-0.16976268407547623
100% Corpus,55,0.5,0.1,-6.2467515200051595,-6.534232524990759,0.3248487799786066,-5.643013044291471,-0.16341212874339855
100% Corpus,55,0.5,0.5,-6.3001159963724485,-6.050889338859357,0.29857095971513087,-5.1295380589710655,-0.1462788374069587
100% Corpus,55,0.5,1,-6.41622657116739,-5.866311736523258,0.29347279198087806,-4.979342897583068,-0.14093128747417827
100% Corpus,55,0.5,symmetric,-6.664728976185965,-6.640946016789825,0.32283331506338053,-5.792426705332284,-0.16969969109275884
100% Corpus,55,1,0.01,-7.571168677850453,-6.338835380220345,0.32337320457308344,-5.309309884945546,-0.14600481681669705
100% Corpus,55,1,0.1,-6.690804640999584,-5.616070436011506,0.3029739547422889,-4.603645596599177,-0.12392664750104598
100% Corpus,55,1,0.5,-6.7243052897305,-4.216518084130679,0.24868941742698647,-3.079932157321233,-0.08916086223370549
100% Corpus,55,1,1,-6.90798903078395,-3.4840141231828885,0.222990891797147,-2.220468449651759,-0.08510306209087769
100% Corpus,55,1,symmetric,-7.260405229114651,-6.218653877524587,0.3236292259011002,-5.2035735362981095,-0.14270008275656762
100% Corpus,55,symmetric,0.01,-6.244120442914288,-6.4195056326203215,0.3255858194123315,-5.606108712954071,-0.1714488340328312
100% Corpus,55,symmetric,0.1,-5.8203737434273135,-6.504357059151422,0.32234593096749825,-5.725831756357846,-0.17628886711806166
100% Corpus,55,symmetric,0.5,-5.865664183824326,-6.327221323594934,0.32169434399207397,-5.493097137269976,-0.1703341663662365
100% Corpus,55,symmetric,1,-5.97340142634355,-6.664733235545487,0.32032215977097317,-5.915758523955932,-0.1853079758056108
100% Corpus,55,symmetric,symmetric,-6.0849433623139655,-6.367536070513702,0.32268682813662997,-5.508457321329102,-0.16833582784455473
100% Corpus,55,asymmetric,0.01,-6.246244838225227,-6.445190889418976,0.3264814686239265,-5.57710985955314,-0.17073565224621998
100% Corpus,55,asymmetric,0.1,-5.82384098694679,-6.392281201617084,0.3150729368535673,-5.615514811551601,-0.17341699481545686
100% Corpus,55,asymmetric,0.5,-5.8760901594764805,-6.451577968521296,0.32079306046777356,-5.635954233272746,-0.17603858254022603
100% Corpus,55,asymmetric,1,-5.981915035237111,-6.6161465425541035,0.3194282241212079,-5.871461283574406,-0.18441618631228
100% Corpus,55,asymmetric,symmetric,-6.089082564789965,-6.4047629952744725,0.3231991544810241,-5.5602506763539745,-0.1700372205842013
100% Corpus,60,0.01,0.01,-6.225254336578114,-6.617720243914237,0.3205470599857985,-5.8708609930815205,-0.18092708150740144
100% Corpus,60,0.01,0.1,-5.7887806293196205,-6.556835233522042,0.3184915395384024,-5.828002283061172,-0.17980823004290578
100% Corpus,60,0.01,0.5,-5.841797822482033,-6.394374664299605,0.3165846121470092,-5.743770813770661,-0.18004037117890628
100% Corpus,60,0.01,1,-5.947021713856339,-6.4500145672923965,0.315452179818363,-5.761972397819756,-0.18128647767485215
100% Corpus,60,0.01,symmetric,-6.0822146923297025,-6.535717549451735,0.3199180160334421,-5.798998312603531,-0.1782644335553186
100% Corpus,60,0.1,0.01,-6.369993652656259,-6.505089818581523,0.3173912838944949,-5.775346950195508,-0.1759292998359524
100% Corpus,60,0.1,0.1,-5.940462054871152,-6.431470814880232,0.3211370641654236,-5.750280844893611,-0.17598342205390857
100% Corpus,60,0.1,0.5,-6.010905670677253,-6.43177932235731,0.31415860557022135,-5.756463825205949,-0.17868430201487212
100% Corpus,60,0.1,1,-6.134679945846412,-6.342121967129223,0.3160331032138757,-5.693114836142656,-0.17696531170610405
100% Corpus,60,0.1,symmetric,-6.225328078511825,-6.550674087445271,0.3193869230052815,-5.7934582968071595,-0.17728581963121953
100% Corpus,60,0.5,0.01,-6.9765738555028785,-6.579847989719331,0.32092174467697193,-5.7863350678073315,-0.16899986775971917
100% Corpus,60,0.5,0.1,-6.263951519581242,-6.393262968303645,0.3142927779979445,-5.656034178860635,-0.16453552006338104
100% Corpus,60,0.5,0.5,-6.322750166564348,-6.097618818415001,0.3038298775619884,-5.222130418339867,-0.1499094681222651
100% Corpus,60,0.5,1,-6.438096558432895,-5.7919093637288235,0.29672168265450755,-4.848792644285145,-0.13768105795771632
100% Corpus,60,0.5,symmetric,-6.733395188266602,-6.562828582514293,0.3206228211757924,-5.764284326356946,-0.16810947646789015
100% Corpus,60,1,0.01,-7.685817641401885,-6.0889651512617124,0.31916869041415247,-5.218414172362047,-0.14549510958643597
100% Corpus,60,1,0.1,-6.752626499412155,-5.481127535085426,0.3091124897406638,-4.445352761735413,-0.11780248098731946
100% Corpus,60,1,0.5,-6.812399806912165,-4.058131568665101,0.24210457998907423,-2.8388655110922443,-0.08647049827912129
100% Corpus,60,1,1,-6.990543264655966,-3.412269773173025,0.21271516124819564,-2.1107168212462435,-0.08646988428180466
100% Corpus,60,1,symmetric,-7.397675487290566,-6.016583006421312,0.31647882588117426,-5.139009948002613,-0.14255647993763948
100% Corpus,60,symmetric,0.01,-6.23326105814674,-6.599047075233389,0.32105666194184457,-5.846855192368405,-0.17978679520436808
100% Corpus,60,symmetric,0.1,-5.796761628492502,-6.54309536246718,0.3195139819574347,-5.827968901249063,-0.17942745833274573
100% Corpus,60,symmetric,0.5,-5.855847710332765,-6.434428814457478,0.3171076609059597,-5.760619699696223,-0.18030082982229254
100% Corpus,60,symmetric,1,-5.963261207291359,-6.423272899925494,0.31619548621692345,-5.749567850877648,-0.1810622527950909
100% Corpus,60,symmetric,symmetric,-6.089569694763784,-6.591164678034031,0.32016809099942833,-5.8241237420404435,-0.17871461569940578
100% Corpus,60,asymmetric,0.01,-6.236431532910646,-6.58790762842335,0.3233008883214052,-5.804831061547844,-0.1775151992502326
100% Corpus,60,asymmetric,0.1,-5.804536255698446,-6.684678776252501,0.32127657923151925,-5.945662944617015,-0.1842667949101241
100% Corpus,60,asymmetric,0.5,-5.859501202462454,-6.462831162017166,0.3202893569466347,-5.799867093708469,-0.1813764584849268
100% Corpus,60,asymmetric,1,-5.963570635540712,-6.521897074449987,0.31793667641693735,-5.821122411327042,-0.1817000978074853
100% Corpus,60,asymmetric,symmetric,-6.095239848645558,-6.637831912353241,0.3241300301220001,-5.839844373172139,-0.1792256682242352
100% Corpus,65,0.01,0.01,-6.202330364289089,-6.4386745219373545,0.3047425591113028,-5.730347932003978,-0.17631634620981942
100% Corpus,65,0.01,0.1,-5.769124497072626,-6.4636511985481615,0.3082032130784385,-5.767765071730278,-0.17896302729467858
100% Corpus,65,0.01,0.5,-5.830137376477231,-6.422458710187327,0.3136565535690874,-5.757696031495467,-0.1806609838421082
100% Corpus,65,0.01,1,-5.9430367502214585,-6.48247954524156,0.324000574123595,-5.764611721644939,-0.17974354487273933
100% Corpus,65,0.01,symmetric,-6.079195763559119,-6.429660209032466,0.30522582667923437,-5.746099954536152,-0.17690070120494045
100% Corpus,65,0.1,0.01,-6.381434820828947,-6.58996652952486,0.31719511244804016,-5.812078849683888,-0.17913873100530409
100% Corpus,65,0.1,0.1,-5.942436778551832,-6.473816501439815,0.3084646866345569,-5.812719969762381,-0.17939589937128383
100% Corpus,65,0.1,0.5,-6.020002199878441,-6.476408285871114,0.3145928140484051,-5.69716496871364,-0.17682505835905185
100% Corpus,65,0.1,1,-6.140464984449813,-6.442129585159615,0.31797395197285105,-5.739622795834109,-0.17850414563140352
100% Corpus,65,0.1,symmetric,-6.254460064905624,-6.571448623954858,0.318226141418424,-5.836820892159859,-0.18036672385759703
100% Corpus,65,0.5,0.01,-7.023683940961486,-6.597001491338032,0.3227740164115431,-5.793983232529638,-0.16805447630316292
100% Corpus,65,0.5,0.1,-6.284279451377706,-6.337871676779127,0.31275348252660123,-5.539881424728884,-0.1586562422869717
100% Corpus,65,0.5,0.5,-6.355585520760897,-6.06791613511621,0.30080299720082326,-5.141067935286163,-0.14589649972158714
100% Corpus,65,0.5,1,-6.469273152970239,-5.814842244120456,0.2930131905959465,-4.688303742717488,-0.13338612717191264
100% Corpus,65,0.5,symmetric,-6.803849122167177,-6.5992897655034914,0.32334149539657964,-5.784952122749834,-0.16770077308881118
100% Corpus,65,1,0.01,-7.7992873107258776,-5.805701980331234,0.31464352429960685,-4.927773455159697,-0.1364138683542211
100% Corpus,65,1,0.1,-6.828168303657461,-5.324546517601194,0.29674416653713764,-4.203798118708014,-0.11418262986394803
100% Corpus,65,1,0.5,-6.888433306688713,-3.8464982648938664,0.24137535641562363,-2.6148195543485406,-0.08251748358586233
100% Corpus,65,1,1,-7.058748307590415,-3.408593168398462,0.2031318030343582,-2.13011648922975,-0.09151146565726086
100% Corpus,65,1,symmetric,-7.538070573373911,-5.791797219724085,0.3134651740444218,-4.906659466323154,-0.13553492036061165
100% Corpus,65,symmetric,0.01,-6.210689171289869,-6.429038298109462,0.30490530342119376,-5.746574197389562,-0.1767474370660627
100% Corpus,65,symmetric,0.1,-5.778332393008835,-6.436528701107744,0.3039386619435075,-5.77410921286085,-0.1796126911522687
100% Corpus,65,symmetric,0.5,-5.844818319907867,-6.432784724982522,0.31495199182919653,-5.754206190700941,-0.18076460275338235
100% Corpus,65,symmetric,1,-5.956819119265763,-6.48851368849704,0.32645030790423,-5.7456925623501185,-0.17908575850511466
100% Corpus,65,symmetric,symmetric,-6.088030620538597,-6.451252657639766,0.30347200654826556,-5.738256223076658,-0.17654557939566454
100% Corpus,65,asymmetric,0.01,-6.215703871831221,-6.655025358571638,0.31512082828125215,-5.870750065097686,-0.18172515179789553
100% Corpus,65,asymmetric,0.1,-5.782767973599316,-6.441956181789315,0.3064874097127806,-5.70215342603566,-0.17620831398244657
100% Corpus,65,asymmetric,0.5,-5.847064443724269,-6.456066520698513,0.315080802023234,-5.751510107880745,-0.1808958403278595
100% Corpus,65,asymmetric,1,-5.967628204311893,-6.563348807318288,0.3206314525496196,-5.821561655555111,-0.1828521415882485
100% Corpus,65,asymmetric,symmetric,-6.094630071957943,-6.643181983829125,0.3155606748380803,-5.863455059407983,-0.18161778632756545
100% Corpus,70,0.01,0.01,-6.181263695776734,-6.3473621716414765,0.3107185964294607,-5.646168875699811,-0.17328855117770622
100% Corpus,70,0.01,0.1,-5.740457343227448,-6.289950896920895,0.3067080950375988,-5.604942021207059,-0.17182730774126548
100% Corpus,70,0.01,0.5,-5.831122632923715,-6.459083138487946,0.30341214977108777,-5.80895416543796,-0.1820681067721452
100% Corpus,70,0.01,1,-5.96001485691614,-6.788481148319627,0.32645085391463696,-6.132425678521217,-0.194120601722845
100% Corpus,70,0.01,symmetric,-6.075778557922782,-6.3533484381692835,0.3103826891405917,-5.65927144773744,-0.17358335604228592
100% Corpus,70,0.1,0.01,-6.360741693101755,-6.244320084365942,0.30700148846554065,-5.5027773517669285,-0.16642736725034213
100% Corpus,70,0.1,0.1,-5.930147201703558,-6.305512906567906,0.31184684158754494,-5.614350622536536,-0.17183774935962456
100% Corpus,70,0.1,0.5,-6.044879335045658,-6.5185285543807385,0.3119913980402669,-5.83550045641765,-0.1816264678808317
100% Corpus,70,0.1,1,-6.182468802479297,-6.70189801642329,0.32454083651149956,-6.00185943528511,-0.18727747159126307
100% Corpus,70,0.1,symmetric,-6.25256934927316,-6.302588682405862,0.3099685118758951,-5.53211251124333,-0.1674600297067794
100% Corpus,70,0.5,0.01,-7.07010603130744,-6.351903564279861,0.31418999891641847,-5.547256021263389,-0.15841711069214087
100% Corpus,70,0.5,0.1,-6.300214994485552,-6.105836999814062,0.31156260441119416,-5.309646708297708,-0.1505434331624944
100% Corpus,70,0.5,0.5,-6.377008218123908,-5.984594684883262,0.2938896037821327,-4.969630862061833,-0.13982282447621638
100% Corpus,70,0.5,1,-6.498822810220246,-5.466206749313831,0.2969986816997108,-4.466882718091,-0.12341234832219238
100% Corpus,70,0.5,symmetric,-6.875484420187575,-6.316750822510813,0.31128882540207065,-5.527739741584595,-0.15752258345682096
100% Corpus,70,1,0.01,-7.88850205218945,-5.796094518133339,0.32158557089687406,-4.905886093057755,-0.13640163371989852
100% Corpus,70,1,0.1,-6.869861592200763,-5.099394341562055,0.30725108388126227,-4.083359644987525,-0.10926740473608725
100% Corpus,70,1,0.5,-6.975041779724243,-3.6437238063638047,0.23825465638613,-2.4164632584496175,-0.08127843940937966
100% Corpus,70,1,1,-7.114675190671559,-3.3709761709056805,0.20225449498770165,-2.0984604339407418,-0.09413977528228575
100% Corpus,70,1,symmetric,-7.656947441162324,-5.707177824941758,0.32020234032684175,-4.822429892721355,-0.13351585585483247
100% Corpus,70,symmetric,0.01,-6.190098816693304,-6.31764475089059,0.31084771162483044,-5.630061956600302,-0.17258839299220435
100% Corpus,70,symmetric,0.1,-5.748168739677627,-6.292699183446551,0.3051033616300631,-5.602169739441721,-0.17182338760785215
100% Corpus,70,symmetric,0.5,-5.841897186842704,-6.441155669966358,0.3025427350691494,-5.78592237727359,-0.1809860992489874
100% Corpus,70,symmetric,1,-5.970939896757104,-6.797871876292679,0.3288851003857884,-6.113566081440102,-0.192534022218551
100% Corpus,70,symmetric,symmetric,-6.082810430028807,-6.292881478386789,0.31074712196176074,-5.596979389687005,-0.17174135057042889
100% Corpus,70,asymmetric,0.01,-6.192686279824924,-6.32801685509894,0.30552391193408984,-5.6930384462732535,-0.1747029636903608
100% Corpus,70,asymmetric,0.1,-5.760251898298423,-6.344266226377852,0.3037852705499279,-5.634272911082338,-0.17363796265544434
100% Corpus,70,asymmetric,0.5,-5.854466943652173,-6.419965545216196,0.3152258078083682,-5.695701631101456,-0.17784512114528678
100% Corpus,70,asymmetric,1,-5.9711624147508,-6.770798025875133,0.3226314090487519,-5.99884338689168,-0.189086506062725
100% Corpus,70,asymmetric,symmetric,-6.088597632972582,-6.344438985039045,0.3070228229711003,-5.695726581512274,-0.17498909917102604
100% Corpus,75,0.01,0.01,-6.1957946973647795,-6.416864894742745,0.31280161995988365,-5.71241683612655,-0.17609447025389496
100% Corpus,75,0.01,0.1,-5.748763053881581,-6.53044028937846,0.31965295800695664,-5.748117229017159,-0.17822175836256426
100% Corpus,75,0.01,0.5,-5.816394732741001,-6.525390047812636,0.3255350150689416,-5.7088570595382,-0.17668608635332292
100% Corpus,75,0.01,1,-5.9532417941183775,-6.596660642755771,0.32564406414337116,-5.80460098938935,-0.17953605556437907
100% Corpus,75,0.01,symmetric,-6.107362063703667,-6.424135012405981,0.31255575802158614,-5.727053981828837,-0.1765048807154258
100% Corpus,75,0.1,0.01,-6.391520139863741,-6.413623119919107,0.319687046632467,-5.682794209993073,-0.17277285759014044
100% Corpus,75,0.1,0.1,-5.946146506681747,-6.523780431335709,0.3205490112171793,-5.831659164750316,-0.18012454044176027
100% Corpus,75,0.1,0.5,-6.038899699446866,-6.436440923160394,0.32009802123632747,-5.575788503025454,-0.17128742438685407
100% Corpus,75,0.1,1,-6.1738053648191435,-6.501540169282136,0.325243080560509,-5.730406123070075,-0.1763452465352436
100% Corpus,75,0.1,symmetric,-6.299344509740924,-6.396374733748032,0.31776077256130747,-5.6834876523554945,-0.17263270888277665
100% Corpus,75,0.5,0.01,-7.104555281100099,-6.29578542537075,0.3214568346485998,-5.472429464913064,-0.15492904731190996
100% Corpus,75,0.5,0.1,-6.310589059852977,-6.152278007897955,0.3176669027556785,-5.302255822594901,-0.15006400031465117
100% Corpus,75,0.5,0.5,-6.407360408714086,-5.8293253633416215,0.30263689538320515,-4.821886840108277,-0.13628324726454932
100% Corpus,75,0.5,1,-6.529998875250997,-5.35163654246188,0.2948387749518728,-4.334837838226479,-0.12205124620973545
100% Corpus,75,0.5,symmetric,-6.937304736587533,-6.297291930433664,0.32154528388878617,-5.483213671077823,-0.15526258888496558
100% Corpus,75,1,0.01,-7.982827977085486,-5.961944571097135,0.3237329756564631,-5.0282026814573975,-0.14056604726785227
100% Corpus,75,1,0.1,-6.928577872186145,-5.113429466660191,0.30683224111527824,-4.054682594371837,-0.11037723885682676
